Mixed Team~Fitness / Sports / Outdoors~$0-$250k~0%-25%~$1M-$10M,2,2,500000.0,0.52,1909091.0,0,2,0,0,0,0,0,350000.0,0.25,2833333.0
Mixed Team~Fitness / Sports / Outdoors~$250k-$500k~0%-25%~$1M-$10M,4,2,450000.0,0.48,2083333.0,0,0,0,0,1,1,0,500000.0,0.3,3750000.0
Mixed Team~Fitness / Sports / Outdoors~$500k-$750k~0%-25%~$1M-$10M,1,1,500000.0,0.5,1000000.0,0,0,0,0,0,1,0,500000.0,0.2,2500000.0
Mixed Team~Food and Beverage~$0-$250k~0%-25%~<$1M,4,3,210000.0,0.75,865000.0,1,2,0,0,0,1,0,210000.0,0.4,1600000.0
Mixed Team~Food and Beverage~$0-$250k~0%-25%~$1M-$10M,8,6,1900000.0,1.35,8842424.0,1,2,2,0,2,0,1,1100000.0,0.75,9500000.0
Mixed Team~Food and Beverage~$0-$250k~25%-50%~<$1M,2,2,195000.0,0.82,473214.0,1,0,0,0,0,1,0,195000.0,0.65,600000.0
Mixed Team~Food and Beverage~$250k-$500k~0%-25%~$1M-$10M,11,5,1375000.0,1.05,8433333.0,0,0,1,0,0,2,1,1375000.0,0.56,14166667.0
Mixed Team~Food and Beverage~$250k-$500k~25%-50%~$1M-$10M,1,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Green/CleanTech~$0-$250k~0%-25%~$1M-$10M,1,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Healthcare~$0-$250k~0%-25%~<$1M,3,3,275000.0,0.8,1033333.0,1,0,0,0,1,0,1,275000.0,0.48,1738096.0
Mixed Team~Lifestyle / Home~$0-$250k~0%-25%~<$1M,3,3,180000.0,1.1,683334.0,0,0,0,0,1,2,0,180000.0,0.55,1050000.0
Mixed Team~Lifestyle / Home~$0-$250k~0%-25%~$1M-$10M,4,3,550000.0,0.65,3500000.0,1,1,1,0,0,0,0,550000.0,0.3,5500000.0
Mixed Team~Lifestyle / Home~$0-$250k~25%-50%~<$1M,2,2,70000.0,0.9,160000.0,1,0,1,0,1,0,0,70000.0,0.65,220000.0
Mixed Team~Lifestyle / Home~$250k-$500k~0%-25%~$1M-$10M,1,1,350000.0,0.1,3500000.0,0,0,1,0,0,0,0,350000.0,0.05,7000000.0
