Mixed Team~Lifestyle / Home~$250k-$500k~25%-50%~<$1M,1,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Pet Products~$0-$250k~0%-25%~<$1M,3,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Pet Products~$0-$250k~25%-50%~<$1M,1,1,25000.0,0.25,100000.0,1,0,0,0,0,0,0,25000.0,0.25,100000.0
Mixed Team~Pet Products~$250k-$500k~0%-25%~$1M-$10M,4,2,500000.0,0.28,3666667.0,0,0,0,0,1,1,0,500000.0,0.15,7500000.0
Mixed Team~Software / Tech~$0-$250k~0%-25%~<$1M,1,1,150000.0,0.8,187000.0,0,1,0,0,0,0,1,150000.0,0.2,750000.0
Mixed Team~Software / Tech~$0-$250k~0%-25%~$1M-$10M,1,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Software / Tech~$250k-$500k~0%-25%~$1M-$10M,2,1,400000.0,0.0,0,0,0,0,0,0,0,1,400000.0,0.1,4000000.0
Mixed Team~Travel~$0-$250k~25%-50%~<$1M,1,1,50000.0,0.25,200000.0,1,0,0,0,0,0,0,50000.0,0.25,200000.0
Mixed Team~Uncertain / Other~$0-$250k~0%-25%~<$1M,1,0,0,0,0,0,0,0,0,0,0,0
Mixed Team~Uncertain / Other~$250k-$500k~0%-25%~$1M-$10M,1,0,0,0,0,0,0,0,0,0,0,0
